ID;Age;Exp;RMM;F;DM;Educ;CEL;PP
1341;35;11;82;4;3400;1;Non;Non
1342;42;16;55;2;700;1;Non;Non
1343;36;12;79;2;2200;1;Non;Non
1344;41;17;48;2;600;3;Non;Non
1345;49;25;93;1;2700;1;Non;Non
1346;57;32;23;2;200;3;Non;Non
1347;44;20;50;3;2330;1;Non;Non
1348;60;34;85;2;2000;1;Non;Non
1349;38;14;35;1;1500;2;Non;Non
1350;26;2;171;3;6000;2;Non;Oui
1351;29;2;29;4;1500;2;Non;Non
1352;59;35;84;1;1800;3;Non;Non
1353;51;27;20;4;500;2;Non;Non
1354;50;25;14;1;400;3;Non;Non
1355;35;10;179;1;8600;1;Non;Non
1356;61;37;48;1;800;1;Non;Non
1357;42;16;74;1;2800;1;Non;Non
1358;55;29;53;1;1400;1;Non;Non
1359;50;25;83;1;2800;2;Non;Non
1360;64;40;171;2;2100;1;Non;Non
1361;54;28;85;4;4900;1;Non;Non
1362;50;26;38;4;900;2;Non;Non
1363;31;5;85;3;1600;1;Non;Non
1364;32;8;79;1;100;1;Non;Non
1365;44;19;69;4;400;1;Non;Non
1366;60;35;43;3;900;3;Non;Non
1367;60;34;33;2;300;1;Non;Non
1368;62;38;42;3;100;3;Non;Non
1369;46;21;40;4;1900;3;Non;Non
1370;57;33;43;1;1800;3;Non;Non
1371;30;5;20;4;500;3;Non;Non
1372;58;32;65;3;2500;1;Non;Non
1373;39;13;139;3;3400;1;Non;Oui
1374;60;35;135;3;300;3;Non;Oui
1375;59;34;84;3;1600;3;Non;Non
1376;50;26;179;1;2900;3;Non;Oui
1377;63;39;45;4;1300;2;Non;Non
1378;27;3;109;2;2500;1;Non;Non
1379;54;29;34;4;100;3;Non;Non
1380;62;37;162;1;1300;1;Non;Non
1381;60;34;105;2;1400;1;Non;Non
1382;38;12;22;3;200;2;Non;Non
1383;34;8;82;2;1800;1;Non;Non
1384;65;41;105;4;1700;2;Non;Non
1385;55;31;62;1;1800;3;Non;Non
1386;57;31;82;2;2000;1;Non;Non
1388;35;10;38;4;1700;1;Non;Non
1389;52;28;25;4;1000;1;Non;Non
1390;45;15;20;1;750;3;Non;Non
1391;29;3;80;4;1800;2;Non;Non
1392;44;18;84;3;1100;1;Non;Non
1393;47;23;33;1;1000;1;Non;Non
1394;62;37;55;3;900;3;Non;Non
1395;52;27;33;2;700;2;Non;Non
1396;47;23;190;4;300;3;Non;Oui
1397;42;18;43;1;300;3;Non;Non
1398;65;41;45;3;100;3;Non;Non
1399;42;18;141;1;3500;1;Non;Non
1400;40;16;69;4;2400;1;Non;Non
1401;32;8;78;4;100;2;Non;Non
1402;40;15;84;1;3700;3;Non;Non
1403;55;29;172;1;5200;2;Non;Oui
1404;32;6;51;4;200;1;Non;Non
1405;58;28;75;1;1400;3;Non;Non
1406;46;22;183;1;3100;2;Oui;Oui
1407;53;23;20;4;400;3;Non;Non
1408;63;39;101;2;3900;3;Non;Oui
1409;40;14;129;1;5900;3;Non;Oui
1410;41;17;63;2;3200;1;Non;Non
1411;60;35;44;4;2100;1;Non;Non
1412;65;39;184;1;5400;3;Oui;Oui
1413;59;33;100;2;2000;1;Non;Non
1414;48;24;12;3;400;1;Non;Non
1415;59;33;68;2;2300;3;Non;Non
1416;33;8;48;1;1000;1;Non;Non
1417;40;15;82;2;400;1;Non;Non
1418;42;18;52;2;2500;1;Non;Non
1419;65;41;154;2;4600;2;Oui;Oui
1420;30;4;39;1;1500;1;Non;Non
1421;30;4;40;1;300;1;Oui;Non
1422;42;17;54;4;1900;3;Non;Non
1423;32;8;32;2;1000;2;Oui;Non
1424;55;30;64;2;2300;3;Non;Non
1425;29;3;92;2;1300;1;Non;Non
1426;64;38;40;1;2500;3;Non;Non
1427;37;11;60;3;500;3;Non;Non
1428;31;5;85;2;1300;1;Non;Non
1429;25;-1;21;4;400;1;Non;Non
1430;31;5;35;1;600;3;Non;Non
1431;32;7;52;2;100;1;Non;Non
1432;58;34;128;1;7400;1;Non;Non
1433;26;2;195;1;6330;1;Non;Non
1434;51;25;68;2;1500;2;Non;Non
1435;65;41;55;2;1100;1;Non;Non
1436;43;17;55;1;200;1;Non;Non
1437;46;21;80;4;400;1;Non;Non
1438;28;3;123;1;800;1;Non;Non
1439;63;37;90;4;1900;2;Non;Non
1440;59;29;61;1;1400;3;Non;Non
1441;42;15;41;3;2500;2;Non;Non
1442;58;33;43;2;1600;3;Non;Non
1443;39;13;71;3;100;1;Non;Non
1444;36;12;25;4;1000;1;Non;Non
1445;60;33;154;1;3000;2;Oui;Oui
1446;47;21;141;1;2400;1;Non;Non
1447;29;4;22;2;900;3;Non;Non
1448;52;28;145;2;6800;1;Non;Non
1449;41;16;49;3;500;3;Non;Non
1450;63;37;109;1;2000;1;Non;Non
1451;59;34;80;3;500;1;Non;Non
1452;44;20;82;4;1400;2;Non;Non
1453;54;28;52;4;2500;1;Non;Non
1454;29;5;85;3;2500;1;Non;Non
1455;51;25;148;1;1000;1;Non;Non
1456;63;39;160;2;2100;1;Non;Non
1457;36;11;39;4;1700;1;Non;Non
1458;42;16;25;2;800;3;Non;Non
1459;51;25;33;1;1400;3;Non;Non
1460;47;20;38;3;2500;2;Non;Non
1461;40;16;85;4;200;3;Non;Non
1462;54;28;48;1;200;1;Non;Non
1463;47;21;15;4;600;3;Non;Non
1465;28;4;120;2;600;1;Non;Non
1466;45;19;60;1;700;3;Non;Non
1467;33;9;145;2;4330;1;Non;Non
1468;62;36;29;2;700;3;Non;Non
1469;45;18;78;3;2670;2;Non;Non
1470;59;35;59;4;1200;2;Non;Non
1471;58;28;80;2;4500;3;Non;Non
1472;52;26;180;1;1000;1;Non;Non
1473;34;8;8;3;100;2;Non;Non
1474;65;35;23;1;1500;3;Non;Non
1475;48;23;79;2;3800;3;Non;Non
1476;44;19;78;2;3800;3;Non;Non
1478;40;14;64;4;200;3;Non;Non
1479;65;39;160;4;3800;1;Non;Oui
1480;28;4;43;1;1000;3;Non;Non
1481;67;42;32;1;1100;3;Non;Non
1483;60;35;8;1;100;1;Non;Non
1484;58;32;63;1;1600;1;Non;Non
1485;55;30;40;2;2300;3;Non;Non
1486;34;9;99;4;2200;2;Non;Non
1487;35;9;141;2;4500;2;Non;Oui
1488;28;4;159;1;1500;1;Non;Non
1489;38;12;39;2;300;1;Non;Non
1490;62;38;99;4;1700;2;Non;Non
1491;30;4;18;4;300;2;Non;Non
1492;38;12;38;2;300;1;Non;Non
1494;58;34;84;2;2800;1;Non;Non
1496;52;28;178;3;5400;3;Non;Oui
1497;36;12;18;1;500;3;Non;Non
1498;45;21;73;1;800;3;Non;Non
1499;49;23;125;1;7300;1;Non;Non
1500;52;26;91;1;4300;2;Oui;Oui
1501;54;28;74;2;1100;1;Non;Non
1502;30;4;35;2;300;2;Non;Non
1503;65;39;113;1;2000;1;Non;Non
1504;34;8;52;4;2200;2;Non;Non
1505;30;6;191;2;4400;2;Non;Oui
1506;51;25;18;1;300;3;Non;Non
1508;43;18;50;4;1900;3;Non;Non
1509;35;10;75;4;700;3;Non;Non
1510;56;26;92;2;4500;3;Non;Non
1511;57;32;33;2;2000;2;Non;Non
1512;58;32;65;3;2200;3;Non;Non
1513;53;28;44;3;1700;1;Non;Non
1514;45;21;183;2;1400;1;Non;Non
1515;44;20;175;2;1400;1;Non;Non
1516;54;28;28;4;1500;3;Non;Non
1517;41;17;49;4;2200;2;Non;Non
1518;52;26;45;4;1800;1;Non;Non
1519;43;17;64;4;3000;3;Non;Oui
1520;63;38;22;3;100;3;Non;Non
1521;54;30;120;1;7400;1;Non;Non
1522;33;8;175;2;6700;1;Non;Non
1523;25;-1;101;4;2300;3;Non;Non
1524;41;16;104;1;1000;3;Non;Non
1525;40;16;155;4;100;3;Oui;Oui
1526;43;18;58;1;2400;1;Non;Non
1527;36;10;80;4;2200;2;Non;Non
1528;57;33;45;1;1800;3;Non;Non
1529;34;9;134;1;4600;1;Non;Non
1530;38;14;58;4;2000;3;Non;Non
1531;47;21;20;1;200;1;Non;Non
1532;39;13;25;4;1500;3;Non;Non
1533;45;20;55;1;300;1;Non;Non
1534;62;37;155;1;1300;1;Non;Non
1535;59;34;30;1;1300;1;Non;Non
1536;61;37;39;4;400;1;Non;Non
1537;36;12;73;4;2000;3;Non;Non
1538;58;34;41;4;1300;1;Non;Non
1539;55;30;34;4;100;3;Non;Non
1540;29;5;21;3;900;3;Non;Non
1541;34;8;11;4;300;1;Oui;Non
1542;61;35;154;2;6900;1;Non;Non
1543;50;20;19;4;400;3;Non;Non
1544;52;26;101;2;2400;2;Non;Non
1545;39;15;24;1;1000;1;Non;Non
1546;55;29;131;2;2700;1;Non;Non
1547;33;9;105;1;4000;1;Non;Non
1548;47;21;52;1;1200;2;Non;Non
1549;57;32;21;4;900;2;Non;Non
1550;57;31;45;3;1400;1;Non;Non
1551;40;14;39;1;2000;1;Non;Non
1552;50;25;192;2;2800;1;Non;Non
1553;29;5;195;1;4300;1;Non;Non
1554;46;22;83;3;700;1;Non;Non
1555;42;15;34;3;1000;2;Non;Non
1556;59;33;49;4;1700;2;Non;Non
1557;31;1;60;4;4000;3;Non;Non
1558;51;25;41;4;1800;1;Non;Non
1559;35;10;72;3;2300;1;Non;Non
1560;59;35;102;4;3000;2;Non;Oui
1561;35;10;31;3;1300;1;Non;Non
1562;46;20;73;1;1500;2;Non;Non
1564;55;29;19;4;700;3;Non;Non
1565;64;40;63;4;1200;2;Non;Non
1566;34;9;104;3;1200;3;Non;Non
1567;61;35;40;1;800;2;Non;Non
1569;59;33;72;2;700;2;Non;Non
1570;51;27;44;3;1900;2;Non;Non
1571;41;16;114;4;3500;1;Non;Oui
1572;37;13;73;4;2400;1;Non;Non
1573;64;40;63;4;1200;2;Non;Non
1574;44;20;69;1;800;3;Oui;Non
1575;62;37;42;3;1500;1;Non;Non
1576;50;26;88;1;2700;1;Non;Non
1577;43;18;98;2;400;1;Non;Non
1578;34;8;65;1;3000;1;Non;Oui
1579;38;13;12;2;300;2;Non;Non
1580;29;5;122;4;3000;1;Non;Oui
1582;53;29;24;2;200;1;Non;Non
1583;43;19;170;4;4250;1;Oui;Oui
1584;61;36;184;4;2300;2;Oui;Oui
1585;46;20;25;4;600;3;Non;Non
1586;57;31;131;2;2700;1;Non;Non
1587;59;33;50;2;2300;3;Non;Non
1588;52;28;21;2;400;1;Non;Non
1589;29;3;55;3;1100;2;Non;Non
1590;57;32;124;1;200;2;Non;Oui
1591;49;23;58;4;2600;1;Non;Non
1592;39;13;72;2;2800;1;Non;Non
1593;56;31;192;1;7000;3;Oui;Oui
1594;63;38;83;3;1800;2;Non;Non
1595;37;12;93;1;2800;1;Non;Non
1596;56;26;38;3;1000;3;Non;Non
1597;45;20;55;4;1900;3;Non;Non
1598;66;41;11;3;100;3;Non;Non
1599;40;15;85;2;400;1;Non;Non
1600;50;24;124;1;4900;1;Non;Non
1601;60;36;129;2;6000;1;Non;Non
1602;31;7;180;1;4300;1;Non;Non
1603;40;14;74;4;1400;2;Non;Non
1604;36;6;138;1;7000;3;Non;Oui
1605;55;29;111;2;3600;3;Non;Oui
1606;54;28;83;3;800;1;Non;Non
1607;35;10;33;4;1700;1;Non;Non
1608;55;29;21;4;700;3;Non;Non
1609;36;10;35;2;300;1;Non;Non
1610;66;41;105;1;800;3;Oui;Non
1611;38;14;103;1;800;2;Non;Non
1612;58;32;75;2;2300;3;Non;Non
1613;41;17;33;1;700;1;Non;Non
1614;60;34;52;4;1700;2;Non;Non
1615;47;23;89;1;2600;2;Oui;Non
1616;62;36;63;1;2500;3;Non;Non
1617;48;23;84;4;3100;2;Oui;Oui
1618;61;36;44;4;2100;1;Non;Non
1619;29;3;29;3;1000;1;Non;Non
1620;45;21;29;1;300;3;Non;Non
1621;39;14;22;2;300;2;Non;Non
1622;31;6;53;4;2200;1;Non;Non
1623;39;14;24;2;300;2;Non;Non
1624;63;38;153;1;1300;1;Non;Non
1625;28;2;31;2;300;2;Non;Non
1626;56;30;21;2;700;2;Non;Non
1627;31;6;180;2;6700;1;Non;Non
1628;46;20;82;3;700;2;Non;Non
1629;42;18;90;4;800;1;Non;Non
1630;53;29;154;4;7400;3;Non;Oui
1631;41;17;99;2;1800;2;Non;Non
1632;61;36;153;1;2600;2;Oui;Oui
1633;31;5;93;2;3100;2;Non;Oui
1635;59;34;18;3;1300;2;Oui;Non
1636;49;24;70;1;2900;1;Non;Non
1637;65;39;100;4;1700;3;Non;Non
1638;30;6;193;3;6300;3;Non;Oui
1641;36;10;55;1;2000;1;Non;Non
1642;58;34;152;4;3600;3;Non;Oui
1643;27;3;84;3;1500;1;Non;Non
1645;59;35;33;4;400;1;Non;Non
1646;56;32;89;4;1000;2;Non;Non
1647;52;26;93;1;2400;1;Non;Non
1648;35;5;68;4;1800;3;Non;Non
1649;47;21;85;2;1700;2;Non;Non
1650;29;4;73;1;800;2;Non;Non
1651;31;6;83;4;2200;2;Non;Non
1652;62;36;158;2;6300;3;Non;Oui
1653;48;18;182;4;6000;3;Non;Oui
1654;26;1;24;2;900;3;Non;Non
1655;60;34;102;2;2000;1;Non;Non
1656;35;11;53;3;2800;1;Non;Non
1657;40;15;175;2;3300;1;Non;Non
1658;31;5;28;3;1000;1;Non;Non
1659;50;25;14;4;800;1;Non;Non
1660;33;7;139;1;4000;3;Oui;Oui
1661;37;11;34;3;900;1;Non;Non
1662;38;14;64;1;1500;3;Non;Non
1663;63;38;84;4;100;2;Non;Non
1664;57;32;42;3;500;2;Non;Non
1665;61;35;63;1;1600;1;Non;Non
1666;37;12;100;3;1200;3;Non;Non
1667;51;25;190;2;4200;2;Non;Oui
1668;44;20;22;1;1000;1;Non;Non
1669;63;37;20;1;800;2;Non;Non
1670;43;18;21;2;1400;2;Non;Non
1671;38;14;25;4;400;2;Non;Non
1672;34;9;20;4;1100;3;Non;Non
1673;48;23;173;3;200;1;Oui;Oui
1674;29;5;81;2;2500;1;Non;Non
1675;37;11;139;2;800;2;Non;Oui
1676;60;35;119;2;3900;1;Non;Non
1677;46;20;74;4;2600;3;Non;Non
1678;34;10;42;1;1500;2;Non;Non
1679;56;30;73;2;1100;1;Non;Non
1680;57;31;114;4;5200;1;Oui;Oui
1681;62;36;44;2;1000;3;Non;Non
1682;32;8;141;2;4330;1;Non;Non
1684;55;29;33;2;400;3;Non;Non
1685;60;34;83;2;2000;1;Non;Non
1686;40;16;89;4;800;1;Non;Non
1687;62;38;39;4;2200;1;Non;Non
1688;63;39;83;3;2000;3;Non;Non
1689;60;34;108;2;2000;1;Non;Non
1690;59;34;21;3;1300;2;Non;Non
1691;26;1;102;1;1900;1;Non;Non
1692;56;32;48;1;1600;3;Non;Non
1693;58;32;32;3;1400;1;Non;Non
1694;57;31;43;1;200;1;Non;Non
1695;48;23;35;4;400;2;Non;Non
1696;30;6;184;1;6000;1;Non;Non
1697;45;21;140;2;7600;1;Non;Non
1698;64;38;32;3;700;2;Non;Non
1699;44;20;149;1;1700;1;Non;Non
1700;51;25;15;4;600;3;Non;Non
1701;43;16;71;3;2330;2;Non;Non
1702;29;3;108;4;1800;2;Non;Non
1703;56;30;122;2;500;1;Non;Non
1704;65;41;40;3;100;3;Non;Non
1705;46;22;198;2;6670;1;Non;Non
1706;48;24;79;4;1400;2;Non;Non
1707;56;31;84;1;100;3;Non;Non
1708;61;37;31;3;400;2;Non;Non
1709;46;20;12;4;600;3;Non;Non
1710;58;34;88;2;1600;1;Non;Non
1711;31;5;29;2;300;2;Non;Non
1712;27;3;201;1;6330;1;Non;Non
1713;44;20;20;1;1400;3;Non;Non
1714;44;20;15;1;1000;1;Non;Non
1715;51;27;155;2;400;1;Non;Non
1716;39;13;25;3;200;2;Non;Non
1717;32;8;200;2;6500;1;Non;Non
1718;33;7;101;1;2700;2;Non;Non
1719;40;16;19;4;400;2;Non;Non
1720;36;12;188;2;6500;1;Non;Non
1721;52;28;8;1;300;1;Non;Non
1722;54;29;59;2;2300;3;Non;Non
1723;26;2;72;4;2600;1;Oui;Non
1724;39;15;55;1;1500;3;Non;Non
1725;46;19;24;3;670;2;Non;Non
1726;57;32;19;1;1300;1;Non;Non
1727;59;33;71;2;2300;3;Non;Non
1728;52;26;54;2;1500;2;Non;Non
1729;52;26;28;1;300;3;Non;Non
1730;50;20;25;4;400;3;Non;Non
1731;41;17;51;2;600;3;Non;Non
1732;43;19;125;3;2400;1;Non;Oui
1733;25;0;88;2;1800;2;Non;Non
1734;40;16;125;2;2200;1;Non;Non
1735;35;10;79;4;2100;3;Non;Non
1736;60;36;31;3;400;2;Non;Non
1737;57;31;131;2;2700;1;Non;Non
1738;44;19;70;1;200;2;Non;Non
1739;61;36;38;3;900;3;Non;Non
1740;33;7;83;1;2500;1;Oui;Non
1741;45;20;59;1;2400;1;Oui;Non
1742;45;21;121;1;4700;1;Non;Non
1743;64;38;42;2;700;3;Non;Non
1744;50;24;32;4;1800;1;Non;Non
1745;28;3;29;4;800;1;Non;Non
1746;37;12;40;2;1100;2;Non;Non
1747;62;36;25;3;300;3;Non;Non
1748;29;5;21;4;400;2;Non;Non
1749;49;23;79;3;700;2;Non;Non
1750;46;22;52;2;2100;3;Non;Non
1751;60;34;61;4;1700;2;Non;Non
1752;55;31;25;2;200;1;Non;Non
1753;33;8;155;1;7400;3;Non;Oui
1754;53;29;25;2;400;1;Non;Non
1755;50;24;80;4;4900;1;Non;Non
1756;28;3;55;4;1700;2;Non;Non
1758;33;9;60;1;1200;1;Non;Non
1759;40;14;54;2;700;1;Non;Non
1760;31;6;44;4;800;1;Non;Non
1762;52;27;45;2;2000;2;Non;Non
1763;65;35;55;4;1670;3;Non;Non
1764;48;24;134;1;5000;1;Non;Non
1765;45;21;44;3;600;2;Non;Non
1766;26;0;149;2;7200;1;Non;Non
1767;64;38;22;2;200;3;Non;Non
1768;41;14;74;3;2330;2;Non;Non
1769;43;18;128;4;5300;1;Non;Oui
1770;60;36;62;4;2200;1;Non;Non
1771;62;37;9;1;100;1;Non;Non
1772;46;21;9;2;700;3;Non;Non
1773;36;11;15;2;300;2;Non;Non
1774;31;5;28;4;800;1;Non;Non
1775;43;18;83;3;500;3;Non;Non
1776;46;22;73;1;800;3;Non;Non
1777;50;26;42;4;1100;2;Non;Non
1778;52;27;34;2;700;2;Non;Non
1779;27;3;32;3;1000;2;Non;Non
1780;34;9;68;1;2800;1;Non;Non
1781;49;24;82;1;2900;1;Non;Non
1782;52;26;19;2;700;2;Non;Non
1783;37;11;60;2;2800;1;Non;Non
1784;53;27;192;1;1700;1;Non;Non
1785;54;29;119;3;2000;1;Oui;Oui
1786;29;3;190;2;4500;1;Non;Non
1787;35;11;34;1;1500;2;Non;Non
1788;32;6;44;4;200;1;Oui;Non
1789;38;13;23;4;200;3;Non;Non
1790;44;20;171;4;700;1;Oui;Oui
1791;44;20;43;1;300;3;Non;Non
1793;46;20;118;1;5700;1;Oui;Non
1794;35;9;113;3;800;3;Non;Oui
1795;56;32;98;3;3900;3;Non;Oui
1796;49;24;70;1;2900;1;Non;Non
1797;57;32;42;2;2100;3;Non;Non
1798;35;10;143;1;8600;1;Non;Non
1799;44;20;185;3;2700;1;Non;Oui
1800;38;14;28;4;400;2;Non;Non
1801;57;33;45;3;1500;1;Oui;Non
1802;35;10;78;1;2600;2;Non;Non
1803;29;3;121;2;1300;1;Non;Non
1804;58;32;59;1;1600;1;Non;Non
1805;40;16;64;4;2670;1;Non;Non
1807;61;36;10;1;100;1;Non;Non
1808;46;20;61;2;400;3;Non;Non
1809;55;31;50;4;1500;1;Non;Non
1810;35;10;79;4;2100;3;Non;Non
1811;60;34;35;1;200;1;Non;Non
1812;28;3;11;4;500;3;Non;Non
1813;43;19;128;1;4700;1;Non;Non
1814;61;36;55;3;900;3;Non;Non
1815;48;22;79;3;700;2;Non;Non
1816;65;39;18;2;400;1;Oui;Non
1817;45;19;91;2;1700;2;Non;Non
1818;36;11;9;4;200;3;Non;Non
1819;45;20;62;2;2200;3;Non;Non
1820;60;34;59;1;1600;1;Non;Non
1821;47;22;25;1;100;1;Non;Non
1822;32;7;54;4;1300;1;Non;Non
1823;48;23;112;1;5100;2;Oui;Oui
1825;49;23;194;4;8300;2;Non;Oui
1826;56;32;161;1;5800;3;Non;Oui
1827;59;33;35;1;200;1;Non;Non
1828;56;30;113;2;2700;1;Non;Non
1829;30;4;25;2;300;2;Non;Non
1830;59;29;45;3;2000;3;Non;Non
1831;38;13;119;2;7800;1;Non;Non
1832;47;22;30;4;400;2;Non;Non
1833;54;29;79;4;3800;2;Non;Non
1834;34;9;178;1;800;3;Non;Oui
1835;41;16;23;2;300;2;Non;Non
1836;47;23;171;2;1400;1;Non;Non
1837;44;19;74;4;1900;3;Non;Non
1838;43;18;103;3;1000;1;Non;Non
1839;31;7;99;1;4000;1;Non;Non
1840;28;2;43;4;1300;3;Non;Non
1841;55;25;23;4;400;3;Non;Non
1842;42;17;91;1;100;2;Non;Non
1843;53;29;93;1;2700;2;Non;Non
1844;30;6;154;1;6000;1;Non;Non
1845;65;40;21;3;100;3;Non;Non
1846;43;18;65;2;2200;3;Non;Non
1847;56;32;15;1;100;2;Non;Non
1848;25;0;52;3;2600;3;Non;Non
1849;35;10;30;3;1300;1;Oui;Non
1850;50;26;42;1;1600;2;Non;Non
1851;36;10;20;4;300;1;Non;Non
1852;34;8;60;4;2200;2;Non;Non
1853;32;6;54;4;1800;3;Non;Non
1854;51;25;60;4;2600;1;Non;Non
1855;52;25;41;3;1000;2;Non;Non
1856;65;39;30;3;700;2;Non;Non
1857;51;24;21;2;1000;2;Non;Non
1858;37;13;105;1;800;2;Non;Non
1859;35;11;65;3;2800;1;Non;Non
1860;67;41;20;2;400;1;Non;Non
1861;30;6;179;3;4900;1;Non;Oui
1862;62;38;161;1;2900;1;Oui;Non
1863;42;17;82;1;3700;3;Non;Non
1864;48;22;43;1;1200;2;Non;Non
1865;61;36;61;2;2800;1;Non;Non
1866;36;6;90;4;1800;3;Non;Non
1867;48;24;90;1;2600;2;Non;Non
1868;65;39;21;2;400;1;Non;Non
1869;25;1;118;1;5400;1;Non;Non
1870;55;30;44;2;2000;2;Non;Non
1871;63;37;110;1;4100;3;Non;Oui
1872;31;5;99;4;1800;2;Non;Non
1873;43;17;98;3;1100;1;Non;Non
1874;28;4;69;3;700;2;Non;Non
1875;37;11;82;3;900;2;Non;Non
1876;27;3;112;3;2500;1;Non;Non
1877;62;38;123;1;2900;1;Non;Non
1878;51;24;78;1;2670;2;Non;Non
1879;56;30;59;3;800;1;Non;Non
1880;56;30;78;3;1700;2;Non;Non
1881;44;19;49;4;1900;3;Non;Non
1882;46;19;82;3;2670;2;Non;Non
1883;56;32;125;3;600;1;Oui;Oui
1884;56;30;185;1;2900;1;Non;Non
1885;57;33;163;1;7400;1;Non;Non
1886;31;6;19;4;1100;3;Oui;Non
1887;65;41;115;4;1700;2;Non;Non
1888;31;7;81;2;2000;2;Oui;Non
1889;36;10;93;1;2800;3;Non;Non
1890;56;30;111;4;300;1;Oui;Oui
1891;52;27;184;1;8100;1;Non;Non
1892;42;18;50;4;2200;2;Non;Non
1893;55;30;55;3;1700;1;Non;Non
1894;49;24;13;1;400;3;Non;Non
1895;51;25;29;4;100;1;Non;Non
1896;26;2;72;4;2600;1;Non;Non
1897;32;7;83;1;2600;2;Non;Non
1898;54;29;98;1;100;3;Non;Non
1899;50;24;43;4;100;1;Non;Non
1900;59;33;34;1;200;1;Non;Non
1901;61;36;10;4;400;2;Non;Non
1902;43;19;201;2;6670;1;Non;Non
1903;39;14;85;3;1200;3;Non;Non
1904;56;26;50;3;1400;3;Non;Non
1906;25;-1;112;2;2000;1;Non;Non
1907;42;17;98;2;400;1;Non;Non
1908;42;18;115;1;300;1;Non;Non
1909;50;26;22;4;500;2;Non;Non
1910;56;30;101;3;1700;2;Non;Non
1911;43;18;83;2;3800;3;Non;Non
1912;60;35;52;3;500;2;Non;Non
1913;42;16;191;3;4800;2;Oui;Oui
1914;57;33;134;4;900;1;Non;Oui
1915;48;24;54;1;1600;2;Non;Non
1916;37;11;69;3;2100;1;Non;Non
1917;57;32;64;3;1600;3;Non;Non
1918;62;32;53;4;1670;3;Non;Non
1919;39;9;118;2;6000;3;Oui;Oui
1920;38;13;19;2;1400;2;Non;Non
1921;54;28;31;2;400;3;Non;Non
1922;45;21;63;1;800;3;Non;Non
1923;39;15;25;1;1400;3;Non;Non
1924;45;19;22;1;200;1;Non;Non
1925;62;38;78;1;1800;3;Non;Non
1926;43;19;81;1;300;1;Non;Non
1927;30;6;41;1;2400;2;Non;Non
1928;35;10;62;3;2300;1;Non;Non
1929;58;34;35;1;1200;3;Non;Non
1930;44;19;30;1;600;3;Non;Non
1931;56;29;51;3;1000;2;Non;Non
1932;28;2;140;2;2000;1;Non;Non
1933;64;39;73;3;2400;1;Non;Non
1934;63;39;40;4;1200;2;Non;Non
1935;44;20;69;1;800;3;Non;Non
1936;34;9;191;1;4800;3;Oui;Oui
1937;50;24;82;3;3000;2;Non;Non
1938;51;25;181;1;3300;3;Oui;Oui
1939;30;4;38;1;1900;3;Non;Non
1940;55;31;23;2;200;1;Non;Non
1941;57;33;55;1;1800;3;Non;Non
1942;43;19;58;2;3200;1;Non;Non
1943;61;36;29;2;500;2;Non;Non
1944;49;23;39;4;2600;1;Non;Non
1945;52;28;39;3;1900;2;Oui;Non
1946;57;33;30;3;1500;1;Non;Non
1947;53;23;58;4;2000;3;Non;Non
1948;52;28;62;1;1800;3;Non;Non
1949;39;15;62;4;2400;1;Non;Non
1950;58;34;19;1;1200;3;Non;Non
1951;36;12;38;1;1500;2;Non;Non
1952;45;21;84;4;2000;3;Non;Non
1953;30;5;78;1;2600;2;Non;Non
1954;49;25;22;4;200;1;Non;Non
1955;44;20;81;4;2000;3;Non;Non
1956;43;17;32;3;500;2;Non;Non
1957;42;18;89;4;800;1;Non;Non
1958;29;4;121;2;3300;1;Non;Non
1959;28;2;42;1;1500;1;Non;Non
1960;50;24;130;1;1000;1;Non;Non
1962;52;26;114;1;4900;1;Non;Non
1963;28;4;155;1;6330;1;Non;Non
1964;62;38;50;2;1100;1;Non;Non
1965;34;10;34;1;1500;2;Non;Non
1966;45;20;94;3;500;3;Non;Non
1967;52;26;114;2;2400;2;Non;Non
1968;43;18;89;3;500;3;Non;Non
1969;54;24;49;1;1400;3;Non;Non
1970;64;38;115;1;2000;1;Non;Non
1971;27;3;148;1;1500;1;Non;Non
1972;42;17;72;4;1100;2;Non;Non
1973;28;2;114;4;2100;3;Non;Non
1975;39;13;63;4;200;3;Non;Non
1976;29;3;113;2;200;1;Non;Non
1977;39;13;80;2;1800;1;Non;Non
1978;41;15;54;3;500;3;Non;Non
1979;37;11;32;2;1400;3;Non;Non
1980;41;17;11;1;1000;1;Non;Non
1981;45;19;141;1;2400;1;Non;Non
1982;52;26;84;3;3000;2;Non;Non
1983;58;33;18;3;100;2;Non;Non
1984;31;5;20;2;300;1;Non;Non
1985;26;1;55;4;1700;2;Non;Non
1986;31;7;31;4;400;2;Non;Non
1987;42;17;114;2;400;1;Non;Non
1988;56;31;52;3;2000;2;Oui;Non
1989;52;28;18;1;300;1;Non;Non
1990;59;35;55;1;1800;3;Non;Non
1991;32;8;29;1;200;3;Non;Non
1992;46;22;30;3;500;1;Non;Non
1993;52;28;38;2;800;1;Non;Non
1994;30;5;122;2;3100;1;Non;Non
1995;32;8;183;1;6000;1;Non;Non
1996;35;11;41;1;2400;2;Non;Non
1997;49;24;38;1;1400;3;Non;Non
1998;54;30;61;1;1800;3;Non;Non
1999;56;32;103;3;4000;3;Non;Oui
2000;48;22;80;2;2400;2;Non;Non
2001;28;2;22;1;100;2;Non;Non
2002;44;17;128;2;3250;2;Non;Oui
